id,genre,path
tt1972779,Romance,posters/tt1972779.jpg
tt1800246,Romance,posters/tt1800246.jpg
tt0139362,Romance,posters/tt0139362.jpg
tt0120793,Romance,posters/tt0120793.jpg
tt0120820,Romance,posters/tt0120820.jpg
tt0120531,Romance,posters/tt0120531.jpg
tt0155388,Romance,posters/tt0155388.jpg
tt2034031,Romance,posters/tt2034031.jpg
tt3302962,Romance,posters/tt3302962.jpg
tt3554418,Romance,posters/tt3554418.jpg
tt0139134,Romance,posters/tt0139134.jpg
tt0186894,Romance,posters/tt0186894.jpg
tt0160862,Romance,posters/tt0160862.jpg
tt0132213,Romance,posters/tt0132213.jpg
tt0120723,Romance,posters/tt0120723.jpg
tt0460975,Sci-Fi,posters/tt0460975.jpg
tt2197905,Sci-Fi,posters/tt2197905.jpg
tt0088933,Sci-Fi,posters/tt0088933.jpg
tt0086567,Sci-Fi,posters/tt0086567.jpg
tt0089622,Sci-Fi,posters/tt0089622.jpg
tt0091276,Sci-Fi,posters/tt0091276.jpg
tt0086491,Sci-Fi,posters/tt0086491.jpg
tt2859246,Sci-Fi,posters/tt2859246.jpg
tt0092809,Sci-Fi,posters/tt0092809.jpg
tt1529307,Sci-Fi,posters/tt1529307.jpg
tt1949178,Sci-Fi,posters/tt1949178.jpg
tt1371111,Sci-Fi,posters/tt1371111.jpg
tt1343727,Sci-Fi,posters/tt1343727.jpg
tt0438488,Sci-Fi,posters/tt0438488.jpg
tt0091472,Sci-Fi,posters/tt0091472.jpg
tt0087130,Sci-Fi,posters/tt0087130.jpg
tt1182345,Sci-Fi,posters/tt1182345.jpg
tt1231587,Sci-Fi,posters/tt1231587.jpg
tt1363468,Sci-Fi,posters/tt1363468.jpg
tt1470827,Sci-Fi,posters/tt1470827.jpg
tt0370032,Sci-Fi,posters/tt0370032.jpg
tt0414993,Sci-Fi,posters/tt0414993.jpg
tt0872335,Sci-Fi,posters/tt0872335.jpg
tt0463854,Sci-Fi,posters/tt0463854.jpg
tt0768212,Sci-Fi,posters/tt0768212.jpg
tt0091123,Animation,posters/tt0091123.jpg
tt4179482,Animation,posters/tt4179482.jpg
tt1560987,Animation,posters/tt1560987.jpg
tt1145855,Animation,posters/tt1145855.jpg
tt1817287,Animation,posters/tt1817287.jpg
tt0398872,Animation,posters/tt0398872.jpg
tt0372763,Animation,posters/tt0372763.jpg
tt1912979,Animation,posters/tt1912979.jpg
tt1008003,Animation,posters/tt1008003.jpg
tt1931569,Animation,posters/tt1931569.jpg
tt1531706,Animation,posters/tt1531706.jpg
tt0327597,Animation,posters/tt0327597.jpg
tt1072430,Animation,posters/tt1072430.jpg
tt0498351,Animation,posters/tt0498351.jpg
tt2859246,Animation,posters/tt2859246.jpg
tt1979172,Animation,posters/tt1979172.jpg
tt1748199,Animation,posters/tt1748199.jpg
tt0097757,Animation,posters/tt0097757.jpg
tt0095894,Animation,posters/tt0095894.jpg
tt0085542,Animation,posters/tt0085542.jpg
tt0089877,Animation,posters/tt0089877.jpg
tt0090065,Animation,posters/tt0090065.jpg
tt0088814,Animation,posters/tt0088814.jpg
tt0088885,Animation,posters/tt0088885.jpg
tt0091149,Animation,posters/tt0091149.jpg
tt1562899,Thriller,posters/tt1562899.jpg
tt1241226,Thriller,posters/tt1241226.jpg
tt0087629,Thriller,posters/tt0087629.jpg
tt0093044,Thriller,posters/tt0093044.jpg
tt0093347,Thriller,posters/tt0093347.jpg
tt0285869,Thriller,posters/tt0285869.jpg
tt0253028,Thriller,posters/tt0253028.jpg
tt0164334,Thriller,posters/tt0164334.jpg
tt0246404,Thriller,posters/tt0246404.jpg
tt0107090,Thriller,posters/tt0107090.jpg
tt0315632,Thriller,posters/tt0315632.jpg
tt0487894,Thriller,posters/tt0487894.jpg
tt0101694,Thriller,posters/tt0101694.jpg
tt1266072,Thriller,posters/tt1266072.jpg
tt0818098,Thriller,posters/tt0818098.jpg
tt0100157,Thriller,posters/tt0100157.jpg
tt0100318,Thriller,posters/tt0100318.jpg
tt1127221,Thriller,posters/tt1127221.jpg
tt0960741,Thriller,posters/tt0960741.jpg
tt2215366,Thriller,posters/tt2215366.jpg
tt1990181,Thriller,posters/tt1990181.jpg
tt0097162,Thriller,posters/tt0097162.jpg
tt0097507,Thriller,posters/tt0097507.jpg
tt1189073,Thriller,posters/tt1189073.jpg
tt2290739,Thriller,posters/tt2290739.jpg
